,date,tweet,likeCount,Bank,User,Subjectivity,Polarity,Analysis,cleaned_words
347,2023-05-29 14:08:14+00:00,hi  sorry to learn about the unsuccessful transaction you had kindly share your account number and transaction details amount date via our dm for further assistance bella,0,Access Bank,myaccessbank,0.7999999999999999,0.033333333333333326,Positive,hi sorry learn unsuccessful transaction kindly share account number transaction details amount date via dm assistance bella
348,2023-05-29 14:08:08+00:00,hi  you for reaching out your dm has been responded to bella,0,Access Bank,myaccessbank,0.0,0.0,Neutral,hi reaching dm responded bella
350,2023-05-29 14:08:01+00:00,hi   im sorry to learn about the unsuccessful transaction you had kindly share your account number and transaction details amount date via our dm for further assistance bella,0,Access Bank,myaccessbank,0.7999999999999999,0.033333333333333326,Positive,hi sorry learn unsuccessful transaction kindly share account number transaction details amount date via dm assistance bella
352,2023-05-29 14:07:56+00:00,hi  i understand your displeasure regarding the failed transaction and i apologize for this kindly send your account number and the details of the transaction via dm so i will get you sorted bella,2,Access Bank,myaccessbank,0.6,0.04999999999999999,Positive,hi understand displeasure regarding failed transaction apologize kindly send account number details transaction via dm get sorted bella
354,2023-05-29 14:07:49+00:00,hi   you for reaching out your dm has been responded to bella,0,Access Bank,myaccessbank,0.0,0.0,Neutral,hi reaching dm responded bella
358,2023-05-29 14:04:24+00:00,access bank    even  will do,0,Access Bank,Emeraldics,0.0,0.0,Neutral,access bank even
359,2023-05-29 14:03:00+00:00,no even up to kk      access bank,0,Access Bank,Emeraldics,0.0,0.0,Neutral,even kk access bank
361,2023-05-29 14:00:13+00:00,message has been responded to no solution has been proffered to the problems do the needful and stop this back and forthregards,0,Access Bank,wandexc,0.0,0.0,Neutral,message responded solution proffered problems needful stop back forthregards
362,2023-05-29 13:59:25+00:00,hi  i am concerned about your post and would like to help resolve this issue please share your account number and the details of your complaint with screenshot via dm and i will get you sorted orfi,1,Access Bank,myaccessbank,0.2,-0.3,Negative,hi concerned post would like help resolve issue please share account number details complaint screenshot via dm get sorted orfi
363,2023-05-29 13:59:16+00:00,ok i will do so,0,Access Bank,lamDjNellyC1,0.5,0.5,Positive,ok
364,2023-05-29 13:59:12+00:00,bro walahi any amount will go a long way for meolanbiwonnu abdulrasheed ilesanmiaccess bank plc,0,Access Bank,AbdulRasheedIl1,0.4,-0.05,Negative,bro walahi amount long way meolanbiwonnu abdulrasheed ilesanmiaccess bank plc
365,2023-05-29 13:59:01+00:00,check your dm i sent message already,0,Access Bank,KomolafeG,0.0,0.0,Neutral,check dm sent message already
366,2023-05-29 13:58:18+00:00,my school fees i keep messaging you untouchable comdey pls help me out im a student of aaua and my school fees is kexam is starting soon access bankpelumi emmanuel faturoti,0,Access Bank,EmmyPhatro,0.1,0.0,Neutral,school fees keep messaging untouchable comdey pls help student aaua school fees kexam starting soon access bankpelumi emmanuel faturoti
368,2023-05-29 13:57:25+00:00,access bankthank you sir,1,Access Bank,Bisola1234567,0.0,0.0,Neutral,access bankthank sir
371,2023-05-29 13:56:07+00:00,hi    im sorry to learn about this transaction kindly provide your account number and transaction details amount date via dm for further assistance yemzi,0,Access Bank,accessbank_help,0.7999999999999999,0.033333333333333326,Positive,hi sorry learn transaction kindly provide account number transaction details amount date via dm assistance yemzi
376,2023-05-29 13:54:16+00:00,ive joined for long sir pls consider me today     access bank  chinyere nwabunor  god bless you,0,Access Bank,chichi_oluchi,0.4,-0.05,Negative,ive joined long sir pls consider today access bank chinyere nwabunor god bless
377,2023-05-29 13:52:39+00:00,pls dont pass me by today im always here waiting god bless you     access bank,0,Access Bank,chichi_oluchi,0.0,0.0,Neutral,pls pass today always waiting god bless access bank
378,2023-05-29 13:52:28+00:00,done sirbenjamin agbo access bankplease locate me sir,0,Access Bank,Jay_drills,0.0,0.0,Neutral,done sirbenjamin agbo access bankplease locate sir
379,2023-05-29 13:51:25+00:00,shey i offend you ni boss  danjuma dauda access bank,0,Access Bank,TY_Danjuma1,0.0,0.0,Neutral,shey offend ni boss danjuma dauda access bank
380,2023-05-29 13:50:16+00:00,hi  i totally understand the inconvenience with your transaction kindly provide your account number and transaction details amount date via dm for further assistance orfi,0,Access Bank,myaccessbank,0.7166666666666667,0.19999999999999998,Positive,hi totally understand inconvenience transaction kindly provide account number transaction details amount date via dm assistance orfi
381,2023-05-29 13:49:31+00:00,may god almighty touch ur heart sir  access bank danjuma dauda,1,Access Bank,TY_Danjuma1,0.0,0.0,Neutral,may god almighty touch ur heart sir access bank danjuma dauda
383,2023-05-29 13:46:18+00:00,im wit u always boss very active  access bank okebukola ebenezer,0,Access Bank,presser8852,0.78,-0.17333333333333334,Negative,wit always boss active access bank okebukola ebenezer
384,2023-05-29 13:46:06+00:00,help me located me abeg access bank jamiu bakare,0,Access Bank,Belletuz1,0.0,0.0,Neutral,help located abeg access bank jamiu bakare
385,2023-05-29 13:45:21+00:00,pls find me  access bank jamiu bakare,0,Access Bank,Belletuz1,0.0,0.0,Neutral,pls find access bank jamiu bakare
386,2023-05-29 13:45:07+00:00,pls remember me sir it been awhile i have been following you you never been seen by youbajela samuel oaccess bank,0,Access Bank,kinginvestorBj1,0.1,0.0,Neutral,pls remember sir awhile following never seen youbajela samuel oaccess bank
388,2023-05-29 13:44:32+00:00,i have joined for long sir please notice me access bank emmanuel agbolet your blessings reach my side too,0,Access Bank,AgboEmmajr,0.4,-0.05,Negative,joined long sir please notice access bank emmanuel agbolet blessings reach side
389,2023-05-29 13:43:58+00:00,abeg make una give me money nah abeg na beg i dey beg access bank jamiu bakare,0,Access Bank,Belletuz1,0.0,0.0,Neutral,abeg una give money nah abeg beg dey beg access bank jamiu bakare
392,2023-05-29 13:42:53+00:00,i have join ur telegram channel long ago boss  access bank,0,Access Bank,presser8852,0.4,-0.05,Negative,join ur telegram channel long ago boss access bank
393,2023-05-29 13:42:07+00:00,pls help a brother because of god access bank jamiu bakare,0,Access Bank,Belletuz1,0.0,0.0,Neutral,pls help brother god access bank jamiu bakare
394,2023-05-29 13:41:50+00:00,please remember me too  access bank emmanuel agboi have always participate for over two months sir,0,Access Bank,AgboEmmajr,0.0,0.0,Neutral,please remember access bank emmanuel agboi always participate two months sir
395,2023-05-29 13:40:03+00:00,pls mama am owning dbt am even avoiding the person pls just help me pls access bank jamiu bakare,1,Access Bank,Belletuz1,0.0,0.0,Neutral,pls mama owning dbt even avoiding person pls help pls access bank jamiu bakare
396,2023-05-29 13:36:26+00:00,nurse tolu please oo i beg youaccess bankomowunmi ogunfeyinmi favour,0,Access Bank,Oomowunmi_,0.0,0.0,Neutral,nurse tolu please oo beg youaccess bankomowunmi ogunfeyinmi favour
397,2023-05-29 13:33:04+00:00,hmmmm no reply yet,0,Access Bank,donsunnex,0.0,0.0,Neutral,hmmmm reply yet
398,2023-05-29 13:31:24+00:00,mm collections isa kaita road opposite access bankel isaac boutique alkali road first uturn and shehu laminu road the plaza by kasu junction,1,Access Bank,aeeyabubakarr,0.16666666666666666,0.125,Positive,mm collections isa kaita road opposite access bankel isaac boutique alkali road first uturn shehu laminu road plaza kasu junction
399,2023-05-29 13:30:14+00:00,pele mr access bank,1,Access Bank,olooyemeji,0.0,0.0,Neutral,pele mr access bank
400,2023-05-29 13:30:13+00:00,god bless the new president of nigeria may his reign brings peace harmony and economic growth and development to the country ameenmomohjimoh abdulbasitaccess bank,0,Access Bank,abdulbasit_mj,0.32727272727272727,0.16818181818181818,Positive,god bless new president nigeria may reign brings peace harmony economic growth development country ameenmomohjimoh abdulbasitaccess bank
402,2023-05-29 13:24:06+00:00,very sure it going to do and undo sir  access bank jamiu bakare,0,Access Bank,Belletuz1,1.0,0.65,Positive,sure going undo sir access bank jamiu bakare
403,2023-05-29 13:23:17+00:00,boss why yiu no dey pick im your old fan pls notice me today boss pls im begging you im the nanet of alah  access bank friday jairus,0,Access Bank,William56262208,0.2,0.1,Positive,boss yiu dey pick old fan pls notice today boss pls begging nanet alah access bank friday jairus
404,2023-05-29 13:23:02+00:00,access bank since february th ive been sending emails calling and no one has ever respond to me this shows that access bank has no value for their customer my transaction was declined and i was debited since th of february it has not been revert,0,Access Bank,Koperate,0.0,0.0,Neutral,access bank since february th ive sending emails calling ever respond shows access bank value customer transaction declined debited since th february revert
405,2023-05-29 13:22:14+00:00,yes i will be glad  access bank jamiu bakare,0,Access Bank,Belletuz1,1.0,0.5,Positive,yes glad access bank jamiu bakare
409,2023-05-29 13:19:03+00:00,hello   i am truly sorry to learn about the delay in receiving your salary we have also received your dm on this delay and can assure you that it will be addressed please bear with us this will be fixedmazi,0,Access Bank,accessbank_help,1.0,-0.5,Negative,hello truly sorry learn delay receiving salary also received dm delay assure addressed please bear us fixedmazi
410,2023-05-29 13:17:52+00:00,boss please pick me am begging youaccess bankomowunmi ogunfeyinmi favour,0,Access Bank,Oomowunmi_,0.0,0.0,Neutral,boss please pick begging youaccess bankomowunmi ogunfeyinmi favour
411,2023-05-29 13:16:28+00:00,more than enough sir  morning boss bless me boss been ages on queue sir please notice me today sir access bank  micheal abiodun,1,Access Bank,AyooluwaMi94,0.5,0.25,Positive,enough sir morning boss bless boss ages queue sir please notice today sir access bank micheal abiodun
412,2023-05-29 13:15:04+00:00,walahi k will go a long way oooabdulrasheed ilesanmi oaccess bank plc,1,Access Bank,AbdulRasheedIl1,0.4,-0.05,Negative,walahi k long way oooabdulrasheed ilesanmi oaccess bank plc
413,2023-05-29 13:13:11+00:00,being long am here boss please notice me too  access bank emmanuel agbo,0,Access Bank,AgboEmmajr,0.4,-0.05,Negative,long boss please notice access bank emmanuel agbo
415,2023-05-29 13:06:17+00:00,having the same issue have they reversed yours,0,Access Bank,imocheezy,0.125,0.0,Neutral,issue reversed
416,2023-05-29 13:04:29+00:00,access bankeze chidimma,0,Access Bank,Gwyneth64976654,0.0,0.0,Neutral,access bankeze chidimma
418,2023-05-29 13:00:04+00:00,udacityaccess bank advance africa digital training scholarships  for african students  apply now,0,Access Bank,careeroppo,0.0,0.0,Neutral,udacityaccess bank advance africa digital training scholarships african students apply
419,2023-05-29 12:58:49+00:00,boss pls handover to me today a s buhari is handing over ijn adetoye femi access bank,0,Access Bank,wallofdavid,0.0,0.0,Neutral,boss pls handover today buhari handing ijn adetoye femi access bank
421,2023-05-29 12:55:47+00:00,notice me boss pls for god sake   access bank micheal abiodun,0,Access Bank,AyooluwaMi94,0.0,0.0,Neutral,notice boss pls god sake access bank micheal abiodun
422,2023-05-29 12:54:46+00:00,please sir i want to pay my school fees please  access bank adesiyan monday thomas,0,Access Bank,AgentBruce57229,0.0,0.0,Neutral,please sir want pay school fees please access bank adesiyan monday thomas
425,2023-05-29 12:45:04+00:00,bless me boss i have followed all channels sir please remember to bless me too sir  access bank micheal abiodun,0,Access Bank,AyooluwaMi94,0.0,0.0,Neutral,bless boss followed channels sir please remember bless sir access bank micheal abiodun
427,2023-05-29 12:39:07+00:00,hello access bank please i made a transaction on the th of january when trying to pay my school fee it wasnt successful on the platform and the money was deducted from my account please kindly look into it,0,Access Bank,De_phuz,0.925,0.675,Positive,hello access bank please made transaction th january trying pay school fee wasnt successful platform money deducted account please kindly look
430,2023-05-29 12:33:26+00:00,aws amazon web servicea  dollar trasnsaction,0,Access Bank,Officia_Onamosu,0.0,0.0,Neutral,aws amazon web servicea dollar trasnsaction
432,2023-05-29 12:30:48+00:00,hiim next to be creditedaccess bankpeter oreoluwa jayeobaboss show me love ooo,0,Access Bank,jayeoba_peter,0.3,0.25,Positive,hiim next creditedaccess bankpeter oreoluwa jayeobaboss show love ooo
434,2023-05-29 12:27:43+00:00,your access bank account number,1,Access Bank,__qadeer,0.0,0.0,Neutral,access bank account number
435,2023-05-29 12:27:20+00:00,my oga nah for god sake see meaccess bankomowunmi ogunfeyinmi favour,0,Access Bank,Oomowunmi_,0.0,0.0,Neutral,oga nah god sake meaccess bankomowunmi ogunfeyinmi favour
436,2023-05-29 12:26:06+00:00,johnson chisomaccess bank,0,Access Bank,JohnsonChisom1,0.0,0.0,Neutral,johnson chisomaccess bank
437,2023-05-29 12:25:48+00:00,aws amazon web service,0,Access Bank,Officia_Onamosu,0.0,0.0,Neutral,aws amazon web service
438,2023-05-29 12:25:47+00:00,muhsina yusuf  access bank thanks,0,Access Bank,MssMuhsina,0.2,0.2,Positive,muhsina yusuf access bank thanks
440,2023-05-29 12:25:16+00:00,i have been participate for over two months now but i never received from you sir please notice me today   access bank emmanuel agbo,0,Access Bank,AgboEmmajr,0.0,0.0,Neutral,participate two months never received sir please notice today access bank emmanuel agbo
